,Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted
752,2009-09-13,2009091305,7,2,2.0,11:42,12,2502.0,44.0,HOU,29.0,71.0,11,-3,0.0,0.0,HOU,NYJ,(11:42) S.Slaton right tackle to HOU 27 for -2 yards (J.Leonhard).,1
753,2009-09-13,2009091305,7,2,3.0,11:00,11,2460.0,42.0,HOU,27.0,73.0,13,11,0.0,1.0,HOU,NYJ,(11:00) (Shotgun) M.Schaub pass short right to S.Slaton to HOU 41 for 14 yards (D.Harris). NYJ-B.Scott was injured during the play.,1
754,2009-09-13,2009091305,7,2,1.0,10:26,11,2426.0,34.0,HOU,41.0,59.0,10,17,0.0,0.0,HOU,NYJ,(10:26) M.Schaub scrambles up the middle to HOU 47 for 6 yards (D.Harris).,1
755,2009-09-13,2009091305,7,2,2.0,09:42,10,2382.0,44.0,HOU,47.0,53.0,4,22,0.0,1.0,HOU,NYJ,"(9:42) C.Brown right tackle to NYJ 48 for 5 yards (J.Leonhard, D.Harris).",1
756,2009-09-13,2009091305,7,2,1.0,09:05,10,2345.0,37.0,NYJ,48.0,48.0,10,36,0.0,1.0,HOU,NYJ,(9:05) M.Schaub pass short left to V.Leach to NYJ 34 for 14 yards (L.Sheppard; D.Harris).,1
757,2009-09-13,2009091305,7,2,1.0,08:24,9,2304.0,41.0,NYJ,34.0,34.0,10,35,0.0,0.0,HOU,NYJ,(8:24) C.Brown up the middle to NYJ 35 for -1 yards (B.Scott).,1
758,2009-09-13,2009091305,7,2,2.0,07:43,8,2263.0,41.0,NYJ,35.0,35.0,11,53,0.0,1.0,HOU,NYJ,"(7:43) (Shotgun) M.Schaub pass short left to S.Slaton to NYJ 17 for 18 yards (D.Strickland). FUMBLES (D.Strickland), RECOVERED by NYJ-M.Devito at NYJ 15. M.Devito to NYJ 22 for 7 yards (C.Pitts).",1
759,2009-09-13,2009091305,8,2,1.0,07:29,8,2249.0,14.0,NYJ,22.0,78.0,10,15,0.0,1.0,NYJ,HOU,(7:29) B.Smith left end pushed ob at NYJ 37 for 15 yards (B.Cushing).,1
760,2009-09-13,2009091305,8,2,1.0,07:06,8,2226.0,23.0,NYJ,37.0,63.0,10,16,0.0,0.0,NYJ,HOU,"(7:06) T.Jones up the middle to NYJ 38 for 1 yard (N.Ferguson, S.Cody).",1
761,2009-09-13,2009091305,8,2,2.0,06:29,7,2189.0,37.0,NYJ,38.0,62.0,9,16,0.0,0.0,NYJ,HOU,(6:29) M.Sanchez pass incomplete short left to B.Hartsock (M.Williams).,1
762,2009-09-13,2009091305,8,2,3.0,06:22,7,2182.0,7.0,NYJ,38.0,62.0,9,36,0.0,1.0,NYJ,HOU,"(6:22) (Shotgun) M.Sanchez pass deep middle to C.Stuckey to HOU 42 for 20 yards (G.Quin, D.Barber).",1
763,2009-09-13,2009091305,8,2,1.0,05:35,6,2135.0,47.0,HOU,42.0,42.0,10,35,0.0,0.0,NYJ,HOU,(5:35) L.Washington up the middle to HOU 43 for -1 yards (M.Williams).,1
764,2009-09-13,2009091305,8,2,2.0,05:03,6,2103.0,32.0,HOU,43.0,43.0,11,38,0.0,0.0,NYJ,HOU,"(5:03) L.Washington left guard to HOU 40 for 3 yards (J.Zgonina, D.Barber).",1
765,2009-09-13,2009091305,8,2,3.0,05:03,6,2103.0,0.0,HOU,40.0,40.0,8,48,0.0,1.0,NYJ,HOU,(5:03) M.Sanchez pass short middle to J.Cotchery to HOU 30 for 10 yards (X.Adibi).,1
766,2009-09-13,2009091305,8,2,1.0,03:39,4,2019.0,84.0,HOU,30.0,30.0,10,48,0.0,0.0,NYJ,HOU,(3:39) M.Sanchez pass incomplete deep right to D.Clowney.,1
767,2009-09-13,2009091305,8,2,2.0,03:32,4,2012.0,7.0,HOU,30.0,30.0,10,48,0.0,0.0,NYJ,HOU,"(3:32) L.Washington left guard to HOU 30 for no gain (A.Smith, B.Cushing). Penalty on NYJ-W.Hunter, Illegal Motion, declined.",1
768,2009-09-13,2009091305,8,2,3.0,03:27,4,2007.0,5.0,HOU,30.0,30.0,10,78,0.0,0.0,NYJ,HOU,"(3:27) (Shotgun) M.Sanchez pass deep middle to C.Stuckey for 30 yards, TOUCHDOWN.",1
769,2009-09-13,2009091305,8,2,,03:21,4,2001.0,6.0,HOU,2.0,2.0,0,78,0.0,0.0,NYJ,HOU,"J.Feely extra point is GOOD, Center-J.Dearth, Holder-S.Weatherford.",1
770,2009-09-13,2009091305,9,2,,03:21,4,2001.0,0.0,NYJ,30.0,30.0,0,-5,0.0,,HOU,NYJ,"J.Feely kicks 71 yards from NYJ 30 to HOU -1. J.Jones to HOU 20 for 21 yards (J.Trusnik, E.Smith). PENALTY on HOU-C.Thompson, Unnecessary Roughness, 10 yards, enforced at HOU 20.",1
771,2009-09-13,2009091305,9,2,1.0,03:14,4,1994.0,7.0,HOU,10.0,90.0,10,-5,0.0,1.0,HOU,NYJ,"(3:14) M.Schaub pass short middle to S.Slaton to HOU 26 for 16 yards (B.Scott). PENALTY on HOU-O.Daniels, Offensive Holding, 5 yards, enforced at HOU 10 - No Play.",1
772,2009-09-13,2009091305,9,2,1.0,02:43,3,1963.0,31.0,HOU,5.0,95.0,15,0,0.0,0.0,HOU,NYJ,(2:43) (Shotgun) M.Schaub pass short right to A.Davis to HOU 5 for no gain (L.Sheppard).,1
773,2009-09-13,2009091305,9,2,,02:00,2,1920.0,43.0,HOU,5.0,5.0,0,0,0.0,0.0,,,Two-Minute Warning,1
774,2009-09-13,2009091305,9,2,2.0,02:00,2,1920.0,0.0,HOU,5.0,95.0,15,-7,0.0,0.0,HOU,NYJ,"(2:00) PENALTY on HOU-E.Winston, False Start, 2 yards, enforced at HOU 5 - No Play.",1
775,2009-09-13,2009091305,9,2,2.0,02:00,2,1920.0,0.0,HOU,3.0,97.0,17,0,0.0,0.0,HOU,NYJ,(2:00) M.Schaub pass short left to A.Davis to HOU 10 for 7 yards (K.Rhodes).,1
776,2009-09-13,2009091305,9,2,3.0,01:18,2,1878.0,42.0,HOU,10.0,90.0,10,8,0.0,0.0,HOU,NYJ,(1:18) (Shotgun) M.Schaub pass short middle to O.Daniels to HOU 18 for 8 yards (K.Rhodes).,1
777,2009-09-13,2009091305,9,2,,01:11,2,1871.0,7.0,HOU,10.0,10.0,0,8,0.0,0.0,,,Timeout #2 by NYJ at 01:11.,1
778,2009-09-13,2009091305,9,2,4.0,01:11,2,1871.0,0.0,HOU,18.0,82.0,2,8,0.0,1.0,HOU,NYJ,"(1:11) M.Turk punts 51 yards to NYJ 31, Center-J.Dreessen. J.Leonhard to NYJ 49 for 18 yards (J.Dreessen, G.Quin). (The punt hangtime was 4.8)",1
779,2009-09-13,2009091305,10,2,1.0,00:58,1,1858.0,13.0,NYJ,49.0,51.0,10,3,0.0,0.0,NYJ,HOU,(:58) (Shotgun) M.Sanchez pass short right to C.Stuckey to HOU 48 for 3 yards (F.Bennett).,1
780,2009-09-13,2009091305,10,2,2.0,00:53,1,1853.0,5.0,HOU,48.0,48.0,7,3,0.0,0.0,NYJ,HOU,(:53) (Shotgun) L.Washington up the middle to HOU 48 for no gain (A.Smith).,1
781,2009-09-13,2009091305,10,2,3.0,00:29,1,1829.0,24.0,HOU,48.0,48.0,7,8,0.0,0.0,NYJ,HOU,(:29) (Shotgun) M.Sanchez pass short middle to L.Washington to HOU 43 for 5 yards (X.Adibi).,1
782,2009-09-13,2009091305,10,2,,00:02,1,1802.0,27.0,HOU,48.0,48.0,0,8,0.0,0.0,,,Timeout #3 by NYJ at 00:02.,1
783,2009-09-13,2009091305,10,2,4.0,00:02,1,1802.0,0.0,HOU,43.0,43.0,2,33,0.0,0.0,NYJ,HOU,"(:02) (Shotgun) M.Sanchez pass deep left to D.Keller to HOU 18 for 25 yards (D.Ryans). Penalty on HOU-D.Ryans, Taunting, declined.",1
784,2009-09-13,2009091305,10,2,,00:00,0,1800.0,2.0,HOU,43.0,43.0,0,33,0.0,0.0,,,END QUARTER 2,1
785,2009-09-13,2009091305,11,3,,15:00,15,1800.0,0.0,HOU,30.0,30.0,0,3,0.0,,NYJ,HOU,"K.Brown kicks 67 yards from HOU 30 to NYJ 3. L.Washington to NYJ 23 for 20 yards (J.Dreessen, G.Martinez). PENALTY on NYJ-J.Westerman, Offensive Holding, 10 yards, enforced at NYJ 23.",1
786,2009-09-13,2009091305,11,3,1.0,14:53,15,1793.0,7.0,NYJ,13.0,87.0,10,3,0.0,0.0,NYJ,HOU,(14:53) T.Jones right tackle to NYJ 16 for 3 yards (Z.Diles).,1
787,2009-09-13,2009091305,11,3,2.0,14:15,15,1755.0,38.0,NYJ,16.0,84.0,7,5,0.0,0.0,NYJ,HOU,(14:15) T.Jones left tackle to NYJ 18 for 2 yards (B.Cushing).,1
788,2009-09-13,2009091305,11,3,3.0,13:30,14,1710.0,45.0,NYJ,18.0,82.0,5,15,0.0,1.0,NYJ,HOU,(13:30) M.Sanchez pass short middle to J.Cotchery to NYJ 28 for 10 yards (G.Quin).,1
789,2009-09-13,2009091305,11,3,1.0,12:44,13,1664.0,46.0,NYJ,28.0,72.0,10,22,0.0,0.0,NYJ,HOU,(12:44) M.Sanchez pass short right to L.Washington ran ob at NYJ 35 for 7 yards.,1
790,2009-09-13,2009091305,11,3,2.0,12:13,13,1633.0,31.0,NYJ,35.0,65.0,3,23,0.0,0.0,NYJ,HOU,(12:13) T.Jones right guard to NYJ 36 for 1 yard (B.Cushing).,1
791,2009-09-13,2009091305,11,3,3.0,11:31,12,1591.0,42.0,NYJ,36.0,64.0,2,48,0.0,1.0,NYJ,HOU,(11:31) M.Sanchez pass short right to J.Cotchery to HOU 39 for 25 yards (Z.Diles).,1
792,2009-09-13,2009091305,11,3,1.0,10:56,11,1556.0,35.0,HOU,39.0,39.0,10,59,0.0,1.0,NYJ,HOU,(10:56) M.Sanchez pass short right to D.Keller to HOU 28 for 11 yards (D.Barber).,1
793,2009-09-13,2009091305,11,3,1.0,10:19,11,1519.0,37.0,HOU,28.0,28.0,10,72,0.0,0.0,NYJ,HOU,"(10:19) T.Jones up the middle to HOU 26 for 2 yards (A.Smith). FUMBLES (A.Smith), recovered by NYJ-D.Woody at HOU 26. D.Woody to HOU 26 for no gain (S.Cody).",1
794,2009-09-13,2009091305,11,3,2.0,09:33,10,1473.0,46.0,HOU,26.0,26.0,8,72,0.0,1.0,NYJ,HOU,(9:33) L.Washington left end to HOU 15 for 11 yards (D.Barber).,1
795,2009-09-13,2009091305,11,3,1.0,09:01,10,1441.0,32.0,HOU,15.0,15.0,10,72,0.0,0.0,NYJ,HOU,(9:01) L.Washington up the middle to HOU 15 for no gain (M.Williams).,1
796,2009-09-13,2009091305,11,3,2.0,08:22,9,1402.0,39.0,HOU,15.0,15.0,10,86,0.0,1.0,NYJ,HOU,"(8:22) M.Sanchez pass incomplete short right to J.Cotchery (B.McCain). PENALTY on HOU-N.Ferguson, Illegal Contact, 5 yards, enforced at HOU 15 - No Play.",1
797,2009-09-13,2009091305,11,3,1.0,08:16,9,1396.0,6.0,HOU,10.0,10.0,10,87,1.0,0.0,NYJ,HOU,(8:16) (Shotgun) L.Washington up the middle to HOU 1 for 9 yards (B.Cushing). (The play was run from the wildcat formation),1
798,2009-09-13,2009091305,11,3,2.0,07:39,8,1359.0,37.0,HOU,1.0,1.0,1,87,1.0,0.0,NYJ,HOU,"(7:39) T.Jones up the middle for 1 yard, TOUCHDOWN.",1
799,2009-09-13,2009091305,11,3,,07:35,8,1355.0,4.0,HOU,2.0,2.0,0,87,0.0,0.0,NYJ,HOU,"J.Feely extra point is GOOD, Center-J.Dearth, Holder-S.Weatherford.",1
800,2009-09-13,2009091305,12,3,,07:35,8,1355.0,0.0,NYJ,30.0,30.0,0,0,0.0,,HOU,NYJ,J.Feely kicks 74 yards from NYJ 30 to HOU -4. J.Jones to HOU 25 for 29 yards (J.Ihedigbo).,1
801,2009-09-13,2009091305,12,3,1.0,07:28,8,1348.0,7.0,HOU,25.0,75.0,10,7,0.0,0.0,HOU,NYJ,(7:28) S.Slaton left end pushed ob at HOU 32 for 7 yards (V.Gholston).,1
802,2009-09-13,2009091305,12,3,2.0,07:07,8,1327.0,21.0,HOU,32.0,68.0,3,-1,0.0,0.0,HOU,NYJ,(7:07) M.Schaub sacked at HOU 24 for -8 yards (D.Harris).,1
803,2009-09-13,2009091305,12,3,3.0,06:42,7,1302.0,25.0,HOU,24.0,76.0,11,-1,0.0,0.0,HOU,NYJ,(6:42) (Shotgun) M.Schaub pass incomplete short middle to A.Johnson.,1
804,2009-09-13,2009091305,12,3,4.0,06:35,7,1295.0,7.0,HOU,24.0,76.0,11,-1,0.0,1.0,HOU,NYJ,"(6:35) M.Turk punts 51 yards to NYJ 25, Center-J.Dreessen. L.Washington to NYJ 37 for 12 yards (N.Ferguson, K.Bentley). (The punt hangtime was 5.0 seconds)",1
805,2009-09-13,2009091305,13,3,1.0,06:21,7,1281.0,14.0,NYJ,37.0,63.0,10,0,0.0,0.0,NYJ,HOU,(6:21) M.Sanchez pass incomplete deep middle to D.Keller.,1
806,2009-09-13,2009091305,13,3,2.0,06:14,7,1274.0,7.0,NYJ,37.0,63.0,10,3,0.0,0.0,NYJ,HOU,"(6:14) T.Jones up the middle to NYJ 40 for 3 yards (B.Cushing, D.Ryans).",1
807,2009-09-13,2009091305,13,3,3.0,05:31,6,1231.0,43.0,NYJ,40.0,60.0,7,3,0.0,0.0,NYJ,HOU,(5:31) (Shotgun) M.Sanchez pass incomplete short left to L.Washington.,1
808,2009-09-13,2009091305,13,3,4.0,05:27,6,1227.0,4.0,NYJ,40.0,60.0,7,3,0.0,1.0,NYJ,HOU,"(5:27) S.Weatherford punts 46 yards to HOU 14, Center-J.Dearth, fair catch by J.Jones. (The punt hangtime was 4.8 seconds)",1
809,2009-09-13,2009091305,14,3,1.0,05:18,6,1218.0,9.0,HOU,14.0,86.0,10,27,0.0,1.0,HOU,NYJ,"(5:18) M.Schaub pass short middle to O.Daniels to HOU 41 for 27 yards (L.Washington, D.Harris). Penalty on NYJ-D.Harris, Illegal Contact, declined.",1
810,2009-09-13,2009091305,14,3,1.0,04:52,5,1192.0,26.0,HOU,41.0,59.0,10,28,0.0,0.0,HOU,NYJ,(4:52) M.Schaub pass short right to C.Brown to HOU 42 for 1 yard (D.Harris).,1
811,2009-09-13,2009091305,14,3,2.0,04:20,5,1160.0,32.0,HOU,42.0,58.0,9,28,0.0,0.0,HOU,NYJ,(4:20) M.Schaub pass incomplete short right to D.Anderson.,1
812,2009-09-13,2009091305,14,3,3.0,04:17,5,1157.0,3.0,HOU,42.0,58.0,9,35,0.0,0.0,HOU,NYJ,(4:17) (Shotgun) M.Schaub pass short left to A.Johnson to HOU 49 for 7 yards (B.Thomas).,1
813,2009-09-13,2009091305,14,3,4.0,03:37,4,1117.0,40.0,HOU,49.0,51.0,2,35,0.0,1.0,HOU,NYJ,(3:37) M.Schaub pass incomplete short middle to O.Daniels (E.Smith).,1
814,2009-09-13,2009091305,15,3,1.0,03:33,4,1113.0,4.0,HOU,49.0,49.0,10,1,0.0,0.0,NYJ,HOU,"(3:33) T.Jones left guard to HOU 48 for 1 yard (A.Okoye, B.Cushing).",1
815,2009-09-13,2009091305,15,3,2.0,02:58,3,1078.0,35.0,HOU,48.0,48.0,9,2,0.0,0.0,NYJ,HOU,"(2:58) (Shotgun) L.Washington right end to 50 for -2 yards (J.Busing). PENALTY on NYJ-B.Smith, Offensive Holding, 10 yards, enforced at HOU 48 - No Play. (The play began with a direct snap to the running back)",1
816,2009-09-13,2009091305,15,3,2.0,02:27,3,1047.0,31.0,NYJ,42.0,58.0,19,2,0.0,0.0,NYJ,HOU,(2:27) L.Washington up the middle to HOU 47 for 11 yards (N.Ferguson; G.Quin).,1
817,2009-09-13,2009091305,15,3,3.0,01:48,2,1008.0,39.0,HOU,47.0,47.0,8,6,0.0,0.0,NYJ,HOU,(1:48) (Shotgun) M.Sanchez pass short right to L.Washington to HOU 43 for 4 yards (C.Barwin).,1
818,2009-09-13,2009091305,15,3,4.0,01:02,2,962.0,46.0,HOU,43.0,43.0,4,6,0.0,1.0,NYJ,HOU,"(1:02) S.Weatherford punts 32 yards to HOU 11, Center-J.Dearth, fair catch by J.Jones. (The punt hangtime was 3.5 seconds)",1
819,2009-09-13,2009091305,16,3,1.0,00:54,1,954.0,8.0,HOU,11.0,89.0,10,8,0.0,1.0,HOU,NYJ,"(:54) S.Slaton right end to HOU 14 for 3 yards (D.Revis). PENALTY on NYJ-M.Douglas, Defensive Holding, 5 yards, enforced at HOU 14.",1
820,2009-09-13,2009091305,16,3,1.0,00:29,1,929.0,25.0,HOU,19.0,81.0,10,8,0.0,0.0,HOU,NYJ,(:29) (Shotgun) M.Schaub pass incomplete short middle to O.Daniels.,1
821,2009-09-13,2009091305,16,3,2.0,00:25,1,925.0,4.0,HOU,19.0,81.0,10,22,0.0,1.0,HOU,NYJ,(:25) (Shotgun) M.Schaub pass short middle to D.Anderson to HOU 33 for 14 yards (J.Westerman).,1
822,2009-09-13,2009091305,16,3,1.0,00:01,1,901.0,24.0,HOU,33.0,67.0,10,22,0.0,0.0,HOU,NYJ,(:01) M.Schaub pass incomplete short middle to O.Daniels.,1
823,2009-09-13,2009091305,16,3,,00:00,0,900.0,1.0,HOU,33.0,33.0,0,22,0.0,0.0,,,END QUARTER 3,1
824,2009-09-13,2009091305,16,4,2.0,15:00,15,900.0,0.0,HOU,33.0,67.0,10,22,0.0,0.0,HOU,NYJ,(15:00) M.Schaub pass incomplete short right to S.Slaton.,1
825,2009-09-13,2009091305,16,4,3.0,14:56,15,896.0,4.0,HOU,33.0,67.0,10,9,0.0,0.0,HOU,NYJ,(14:56) (Shotgun) M.Schaub sacked at HOU 20 for -13 yards (J.Westerman).,1
826,2009-09-13,2009091305,16,4,4.0,14:39,15,879.0,17.0,HOU,20.0,80.0,23,9,0.0,1.0,HOU,NYJ,"(14:39) M.Turk punts 44 yards to NYJ 36, Center-J.Dreessen, fair catch by J.Leonhard. (The punt hangtime was 4.7 seconds)",1
827,2009-09-13,2009091305,17,4,1.0,14:28,15,868.0,11.0,NYJ,36.0,64.0,10,0,0.0,0.0,NYJ,HOU,(14:28) M.Sanchez pass incomplete deep left to C.Stuckey.,1
828,2009-09-13,2009091305,17,4,2.0,14:28,15,868.0,0.0,NYJ,36.0,64.0,10,-5,0.0,0.0,NYJ,HOU,"(14:28) PENALTY on NYJ-D.Ferguson, Illegal Motion, 5 yards, enforced at NYJ 36 - No Play.",1
829,2009-09-13,2009091305,17,4,2.0,14:23,15,863.0,5.0,NYJ,31.0,69.0,15,16,0.0,1.0,NYJ,HOU,(14:23) M.Sanchez pass deep middle to J.Cotchery to HOU 48 for 21 yards (J.Busing) [M.Williams].,1
830,2009-09-13,2009091305,17,4,1.0,13:42,14,822.0,41.0,HOU,48.0,48.0,10,11,0.0,1.0,NYJ,HOU,"(13:42) PENALTY on NYJ-M.Sanchez, False Start, 5 yards, enforced at HOU 48 - No Play.",1
831,2009-09-13,2009091305,17,4,1.0,13:15,14,795.0,27.0,NYJ,47.0,53.0,15,11,0.0,0.0,NYJ,HOU,(13:15) T.Jones up the middle to NYJ 47 for no gain (D.Ryans).,1
832,2009-09-13,2009091305,17,4,2.0,12:35,13,755.0,40.0,NYJ,47.0,53.0,15,11,0.0,0.0,NYJ,HOU,"(12:35) M.Sanchez pass short left intended for D.Keller INTERCEPTED by J.Busing at HOU 38. J.Busing to NYJ 48 for 14 yards (D.Keller). FUMBLES (D.Keller), recovered by HOU-D.Barber at NYJ 48. D.Barber for 48 yards, TOUCHDOWN. PENALTY on NYJ-M.Sanchez, Low Block, 15 yards, enforced between downs.",1
833,2009-09-13,2009091305,18,4,,12:18,13,738.0,17.0,HOU,45.0,45.0,0,0,0.0,,NYJ,HOU,"K.Brown kicks 55 yards from HOU 45 to end zone, Touchback.",1
834,2009-09-13,2009091305,18,4,1.0,12:18,13,738.0,0.0,NYJ,20.0,80.0,10,2,0.0,0.0,NYJ,HOU,(12:18) T.Jones right tackle to NYJ 22 for 2 yards (S.Cody).,1
835,2009-09-13,2009091305,18,4,2.0,11:42,12,702.0,36.0,NYJ,22.0,78.0,8,7,0.0,0.0,NYJ,HOU,(11:42) M.Sanchez scrambles right end ran ob at NYJ 27 for 5 yards (M.Williams).,1
836,2009-09-13,2009091305,18,4,3.0,11:11,12,671.0,31.0,NYJ,27.0,73.0,3,47,0.0,1.0,NYJ,HOU,(11:11) M.Sanchez pass deep right to D.Keller to HOU 33 for 40 yards (J.Busing).,1
837,2009-09-13,2009091305,18,4,1.0,11:11,12,671.0,0.0,HOU,33.0,33.0,10,42,0.0,1.0,NYJ,HOU,"(11:11) PENALTY on NYJ, Illegal Substitution, 5 yards, enforced at HOU 33 - No Play.",1
838,2009-09-13,2009091305,18,4,1.0,10:17,11,617.0,54.0,HOU,38.0,38.0,15,80,0.0,0.0,NYJ,HOU,"(10:17) T.Jones right guard for 38 yards, TOUCHDOWN.",1
839,2009-09-13,2009091305,18,4,,10:10,11,610.0,7.0,HOU,2.0,2.0,0,80,0.0,0.0,NYJ,HOU,"J.Feely extra point is GOOD, Center-J.Dearth, Holder-S.Weatherford.",1
840,2009-09-13,2009091305,19,4,,10:10,11,610.0,0.0,NYJ,30.0,30.0,0,0,0.0,,HOU,NYJ,J.Feely kicks 73 yards from NYJ 30 to HOU -3. J.Jones to HOU 21 for 24 yards (M.Murrell).,1
841,2009-09-13,2009091305,19,4,1.0,10:02,11,602.0,8.0,HOU,21.0,79.0,10,0,0.0,0.0,HOU,NYJ,(10:02) (Shotgun) M.Schaub pass incomplete short middle to A.Johnson.,1
842,2009-09-13,2009091305,19,4,2.0,09:56,10,596.0,6.0,HOU,21.0,79.0,10,17,0.0,1.0,HOU,NYJ,(9:56) (Shotgun) M.Schaub pass deep middle to A.Johnson to HOU 38 for 17 yards (L.Sheppard).,1
843,2009-09-13,2009091305,19,4,1.0,09:27,10,567.0,29.0,HOU,38.0,62.0,10,24,0.0,0.0,HOU,NYJ,(9:27) (Shotgun) M.Schaub pass short middle to O.Daniels to HOU 45 for 7 yards (E.Smith).,1
844,2009-09-13,2009091305,19,4,2.0,09:03,10,543.0,24.0,HOU,45.0,55.0,3,24,0.0,0.0,HOU,NYJ,(9:03) (Shotgun) M.Schaub pass incomplete short left to D.Anderson.,1
845,2009-09-13,2009091305,19,4,3.0,09:02,10,542.0,1.0,HOU,45.0,55.0,3,30,0.0,1.0,HOU,NYJ,"(9:02) S.Slaton up the middle to NYJ 49 for 6 yards (D.Harris, D.Strickland).",1
846,2009-09-13,2009091305,19,4,1.0,08:36,9,516.0,26.0,NYJ,49.0,49.0,10,41,0.0,0.0,HOU,NYJ,(8:36) (Shotgun) M.Schaub pass short right to A.Davis to NYJ 42 for 7 yards (D.Harris). HOU-A.Davis was injured during the play. He is Out.,1
847,2009-09-13,2009091305,19,4,2.0,08:06,9,486.0,30.0,NYJ,42.0,42.0,3,41,0.0,1.0,HOU,NYJ,(8:06) (Shotgun) M.Schaub pass short middle to A.Johnson to NYJ 38 for 4 yards (D.Strickland) [B.Scott].,1
848,2009-09-13,2009091305,19,4,1.0,07:34,8,454.0,32.0,NYJ,38.0,38.0,10,41,0.0,0.0,HOU,NYJ,(7:34) (Shotgun) M.Schaub pass incomplete short left to D.Anderson [K.Jenkins].,1
849,2009-09-13,2009091305,19,4,2.0,07:29,8,449.0,5.0,NYJ,38.0,38.0,10,41,0.0,1.0,HOU,NYJ,(7:29) (Shotgun) M.Schaub pass deep middle intended for J.Jones INTERCEPTED by L.Sheppard [D.Strickland] at NYJ 12. L.Sheppard to NYJ 12 for no gain (J.Jones).,1
850,2009-09-13,2009091305,20,4,1.0,07:20,8,440.0,9.0,NYJ,12.0,88.0,10,1,0.0,0.0,NYJ,HOU,"(7:20) L.Washington left tackle to NYJ 13 for 1 yard (D.Ryans, M.Williams).",1
851,2009-09-13,2009091305,20,4,2.0,06:39,7,399.0,41.0,NYJ,13.0,87.0,9,40,0.0,0.0,NYJ,HOU,(6:39) T.Jones right tackle to HOU 48 for 39 yards (D.Barber).,1
852,2009-09-13,2009091305,20,4,,05:57,6,357.0,42.0,NYJ,13.0,13.0,0,40,0.0,,,,Timeout #1 by HOU at 05:57.,1
853,2009-09-13,2009091305,20,4,1.0,05:57,6,357.0,0.0,HOU,48.0,48.0,10,40,0.0,0.0,NYJ,HOU,(5:57) L.Washington right guard to HOU 48 for no gain (J.Busing).,1
854,2009-09-13,2009091305,20,4,2.0,05:12,6,312.0,45.0,HOU,48.0,48.0,10,43,0.0,0.0,NYJ,HOU,"(5:12) L.Washington right guard to HOU 45 for 3 yards (A.Okoye, D.Ryans).",1
855,2009-09-13,2009091305,20,4,3.0,04:28,5,268.0,44.0,HOU,45.0,45.0,7,50,0.0,1.0,NYJ,HOU,(4:28) M.Sanchez scrambles left end to HOU 38 for 7 yards (B.McCain).,1
856,2009-09-13,2009091305,20,4,1.0,03:40,4,220.0,48.0,HOU,38.0,38.0,10,53,0.0,0.0,NYJ,HOU,(3:40) T.Jones right tackle to HOU 35 for 3 yards (K.Bentley).,1
857,2009-09-13,2009091305,20,4,2.0,02:56,3,176.0,44.0,HOU,35.0,35.0,7,55,0.0,0.0,NYJ,HOU,"(2:56) T.Jones left tackle to HOU 33 for 2 yards (T.Bulman, D.Ryans).",1
858,2009-09-13,2009091305,20,4,3.0,02:13,3,133.0,43.0,HOU,33.0,33.0,5,59,0.0,0.0,NYJ,HOU,(2:13) T.Jones up the middle to HOU 29 for 4 yards (M.Williams).,1
859,2009-09-13,2009091305,20,4,,02:00,2,120.0,13.0,HOU,33.0,33.0,0,59,0.0,0.0,,,Two-Minute Warning,1
860,2009-09-13,2009091305,20,4,4.0,02:00,2,120.0,0.0,HOU,29.0,29.0,1,61,0.0,0.0,NYJ,HOU,(2:00) T.Richardson up the middle to HOU 27 for 2 yards (B.McCain). HOU-S.Cody was injured during the play.,1
861,2009-09-13,2009091305,20,4,,01:42,2,102.0,18.0,HOU,29.0,29.0,0,61,0.0,,,,Timeout #2 by HOU at 01:42.,1
862,2009-09-13,2009091305,20,4,1.0,01:42,2,102.0,0.0,HOU,27.0,27.0,10,66,0.0,0.0,NYJ,HOU,(1:42) T.Jones right tackle to HOU 22 for 5 yards (J.Zgonina).,1
863,2009-09-13,2009091305,20,4,2.0,00:57,1,57.0,45.0,HOU,22.0,22.0,5,62,0.0,0.0,NYJ,HOU,(:57) M.Sanchez kneels to HOU 26 for -4 yards.,1
864,2009-09-13,2009091305,20,4,3.0,00:16,1,16.0,41.0,HOU,26.0,26.0,9,60,0.0,0.0,NYJ,HOU,(:16) M.Sanchez kneels to HOU 28 for -2 yards.,1
865,2009-09-13,2009091305,20,4,,00:00,0,0.0,16.0,HOU,26.0,26.0,0,60,0.0,0.0,NYJ,HOU,END GAME,1
866,2009-09-13,2009091306,1,1,,15:00,15,3600.0,0.0,JAC,30.0,30.0,0,76,0.0,,IND,JAC,"J.Scobee kicks 77 yards from JAC 30 to IND -7. C.Simpson, Touchback.",1
867,2009-09-13,2009091306,1,1,1.0,15:00,15,3600.0,0.0,IND,20.0,80.0,10,4,0.0,0.0,IND,JAC,(15:00) J.Addai right end to IND 24 for 4 yards (C.Ingram).,1
868,2009-09-13,2009091306,1,1,2.0,14:28,15,3568.0,32.0,IND,24.0,76.0,6,19,0.0,1.0,IND,JAC,(14:28) (Shotgun) P.Manning pass short left to R.Wayne to IND 39 for 15 yards (D.Cox). Pass tipped by IND Clark (44).,1
